C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_185.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_185.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_185.jpg, 0, 0, 0, 7.818557E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_288.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_288.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_288.jpg, 0, 0, 0, 7.841593E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_390.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_390.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_390.jpg, 0, 0, 0, 7.801248E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_493.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_493.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_493.jpg, 0, 0, 0, 7.779662E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_595.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_595.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_595.jpg, 0, 0, 0, 7.784121E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_697.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_697.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_697.jpg, 0, 0, 0, 7.814969E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_800.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_800.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_800.jpg, 0, 0, 0, 7.908985E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_24_903.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_24_903.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_24_903.jpg, 0, 0, 0, 8.109145E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_25_004.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_25_004.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_25_004.jpg, 0, 0, 0, 7.8376E-05
C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\center_2020_09_27_21_13_25_106.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\left_2020_09_27_21_13_25_106.jpg, C:\Users\Pascanga\Desktop\Self-Driving car\Data\IMG\right_2020_09_27_21_13_25_106.jpg, 0, 0.2775591, 0, 0.2405514
